HW,CHANNELS,KERNEL_SIZE,STRIDES,FREQ,CAT,STAGE,SCALED_FREQ,SCALED_LOG_FREQ
66.0,144.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
39.0,128.0,7.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
18.0,560.0,3.0,1.0,0.00076954276,train,body,0.0007695427630096674,0.00076942483
13.0,512.0,3.0,1.0,0.00063772505,train,body,0.0006377250538207591,0.0006377527
4.0,1248.0,5.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
10.0,512.0,7.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
21.0,288.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
10.0,1248.0,3.0,1.0,0.0011479583,train,body,0.0011479583336040378,0.0011476622
10.0,288.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
57.0,64.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
37.0,104.0,7.0,2.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
42.0,72.0,3.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
8.0,624.0,5.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
14.0,328.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
128.0,112.0,5.0,2.0,0.0006498687,train,body,0.0006498686852864921,0.00064978853
8.0,168.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
40.0,64.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
9.0,672.0,5.0,1.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
20.0,160.0,5.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
18.0,288.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
32.0,224.0,5.0,2.0,0.00029890958,train,body,0.00029890958103351295,0.00029890036
25.0,168.0,3.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
30.0,200.0,5.0,1.0,0.0006130445,train,body,0.0006130444817245007,0.0006130845
15.0,408.0,5.0,2.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
6.0,576.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
10.0,208.0,3.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
50.0,144.0,5.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
6.0,464.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
8.0,848.0,3.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
14.0,720.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
5.0,1488.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
32.0,336.0,7.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
47.0,48.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
40.0,104.0,7.0,2.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
36.0,240.0,5.0,1.0,0.00085047,train,body,0.0008504699799232185,0.00085032603
7.0,576.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
5.0,512.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
21.0,240.0,5.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
8.0,264.0,5.0,1.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
13.0,232.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
6.0,992.0,3.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
18.0,480.0,5.0,1.0,0.0010217167,train,body,0.0010217167437076569,0.0010215195
29.0,232.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
90.0,144.0,3.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
14.0,312.0,3.0,1.0,0.00056686846,train,body,0.0005668684607371688,0.0005668451
58.0,100.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
13.0,136.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
39.0,120.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
25.0,336.0,3.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
62.0,96.0,5.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
49.0,88.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
40.0,288.0,3.0,1.0,0.00091224606,train,body,0.000912246061488986,0.0009120401
12.0,432.0,3.0,1.0,0.000910435,train,body,0.0009104349883273244,0.00091025303
62.0,56.0,5.0,1.0,0.0005504531,train,body,0.0005504530854523182,0.00055051775
15.0,448.0,3.0,2.0,0.00032294408,train,body,0.0003229440771974623,0.00032298017
42.0,96.0,5.0,2.0,0.00036325215,train,body,0.0003632521547842771,0.0003632708
36.0,128.0,5.0,1.0,0.0006984058,train,body,0.000698405783623457,0.0006984073
62.0,196.0,3.0,2.0,0.0004300926,train,body,0.00043009259388782084,0.00043014032
10.0,240.0,7.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
31.0,208.0,7.0,2.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
8.0,408.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
9.0,208.0,5.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
42.0,56.0,7.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
9.0,2112.0,3.0,1.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
5.0,464.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
26.0,160.0,3.0,1.0,0.0005131114,train,body,0.000513111415784806,0.0005130951
82.0,144.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
30.0,280.0,3.0,2.0,0.00021814003,train,body,0.0002181400341214612,0.00021819294
29.0,256.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
41.0,64.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
14.0,208.0,7.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
26.0,288.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
59.0,88.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
27.0,360.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
5.0,744.0,7.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
22.0,120.0,7.0,1.0,0.00047233162,train,body,0.0004723316233139485,0.00047233363
29.0,240.0,3.0,1.0,0.00056780275,train,body,0.0005678027519024909,0.00056779856
104.0,72.0,5.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
136.0,168.0,5.0,2.0,0.0006498687,train,body,0.0006498686852864921,0.00064978853
64.0,84.0,3.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
15.0,264.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
16.0,136.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
60.0,48.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
25.0,120.0,3.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
112.0,72.0,5.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
20.0,144.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
25.0,120.0,5.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
12.0,672.0,7.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
40.0,144.0,7.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
20.0,136.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
38.0,96.0,3.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
51.0,88.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
80.0,96.0,5.0,2.0,0.00067260937,train,body,0.0006726093706674874,0.0006725492
16.0,128.0,5.0,1.0,0.00047577542,train,body,0.0004757754213642329,0.00047579015
58.0,176.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
80.0,64.0,7.0,2.0,0.0006758467,train,body,0.0006758467061445117,0.0006757665
19.0,288.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
63.0,128.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
9.0,384.0,5.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
15.0,576.0,3.0,2.0,0.0003519211,train,body,0.00035192110226489604,0.0003519467
28.0,280.0,5.0,2.0,0.00021814003,train,body,0.0002181400341214612,0.00021819294
20.0,768.0,3.0,2.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
36.0,192.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
63.0,64.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
16.0,520.0,5.0,1.0,0.000528242,train,body,0.0005282419733703136,0.00052823115
16.0,408.0,3.0,2.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
32.0,360.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
62.0,80.0,5.0,2.0,0.00036915034,train,body,0.00036915033706463873,0.00036923087
62.0,64.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
28.0,80.0,3.0,1.0,0.00053518824,train,body,0.0005351882427930832,0.00053514366
40.0,144.0,5.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
32.0,96.0,3.0,1.0,0.00073298626,train,body,0.000732986256480217,0.00073296356
106.0,96.0,5.0,2.0,0.00067260937,train,body,0.0006726093706674874,0.0006725492
136.0,168.0,3.0,2.0,0.0006498687,train,body,0.0006498686852864921,0.00064978853
36.0,176.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
84.0,48.0,5.0,2.0,0.0006758467,train,body,0.0006758467061445117,0.0006757665
66.0,64.0,7.0,2.0,0.0006758467,train,body,0.0006758467061445117,0.0006757665
44.0,144.0,7.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
49.0,176.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
74.0,72.0,5.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
38.0,128.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
8.0,464.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
64.0,140.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
7.0,512.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
102.0,72.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
8.0,784.0,3.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
16.0,416.0,3.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
7.0,1060.0,3.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
8.0,1128.0,3.0,1.0,0.0007337194,train,body,0.0007337193819694221,0.0007336784
28.0,136.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
54.0,88.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
68.0,100.0,5.0,2.0,0.0004300926,train,body,0.00043009259388782084,0.00043014032
90.0,64.0,5.0,2.0,0.0006758467,train,body,0.0006758467061445117,0.0006757665
8.0,576.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
68.0,60.0,3.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
52.0,88.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
22.0,224.0,5.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
34.0,336.0,3.0,2.0,0.00021814003,train,body,0.0002181400341214612,0.00021819294
64.0,80.0,3.0,2.0,0.00036915034,train,body,0.00036915033706463873,0.00036923087
63.0,72.0,5.0,1.0,0.00053106307,train,body,0.0005310630658641458,0.00053109153
43.0,128.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
8.0,1320.0,5.0,1.0,0.0007337194,train,body,0.0007337193819694221,0.0007336784
7.0,336.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
41.0,192.0,3.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
52.0,144.0,5.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
14.0,336.0,7.0,1.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
41.0,144.0,7.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
48.0,88.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
9.0,512.0,7.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
43.0,88.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
15.0,624.0,3.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
28.0,136.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
86.0,72.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
17.0,680.0,3.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
60.0,96.0,5.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
32.0,128.0,7.0,1.0,0.0004886356,train,body,0.0004886356182396412,0.0004886623
62.0,120.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
49.0,64.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
19.0,128.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
62.0,252.0,3.0,2.0,0.0004300926,train,body,0.00043009259388782084,0.00043014032
43.0,192.0,5.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
10.0,512.0,3.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
4.0,640.0,7.0,1.0,0.0005131114,train,body,0.000513111415784806,0.0005130951
48.0,192.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
17.0,544.0,5.0,1.0,0.000528242,train,body,0.0005282419733703136,0.00052823115
12.0,768.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
8.0,940.0,5.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
47.0,192.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
100.0,64.0,5.0,2.0,0.0006758467,train,body,0.0006758467061445117,0.0006757665
54.0,56.0,3.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
38.0,48.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
36.0,240.0,3.0,2.0,0.0008002991,train,body,0.0008002991089597344,0.0008001656
66.0,180.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
53.0,192.0,5.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
56.0,40.0,7.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
10.0,336.0,5.0,1.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
50.0,144.0,3.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
43.0,80.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
54.0,48.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
31.0,88.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
18.0,768.0,3.0,1.0,0.00085047,train,body,0.0008504699799232185,0.00085032603
11.0,416.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
10.0,384.0,5.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
68.0,80.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
45.0,72.0,3.0,1.0,0.00053106307,train,body,0.0005310630658641458,0.00053109153
72.0,128.0,5.0,1.0,0.0009444772,train,body,0.0009444772149436176,0.00094432523
27.0,64.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
59.0,96.0,3.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
12.0,320.0,5.0,1.0,0.00080027274,train,body,0.0008002727408893406,0.0008001656
60.0,128.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
26.0,80.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
32.0,160.0,3.0,2.0,0.00052351126,train,body,0.0005235112621448934,0.0005235831
8.0,992.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
21.0,240.0,5.0,1.0,0.0005131114,train,body,0.000513111415784806,0.0005130951
8.0,768.0,7.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
26.0,360.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
30.0,200.0,3.0,2.0,0.00021814003,train,body,0.0002181400341214612,0.00021819294
19.0,64.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
55.0,176.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
49.0,128.0,7.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
8.0,992.0,5.0,1.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
102.0,72.0,5.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
12.0,320.0,3.0,1.0,0.00080027274,train,body,0.0008002727408893406,0.0008001656
62.0,64.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
19.0,336.0,3.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
31.0,240.0,3.0,1.0,0.00056780275,train,body,0.0005678027519024909,0.00056779856
2.0,1248.0,7.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
29.0,360.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
15.0,432.0,5.0,1.0,0.0005852727,train,body,0.0005852726753801107,0.0005853174
43.0,96.0,7.0,2.0,0.00036325215,train,body,0.0003632521547842771,0.0003632708
62.0,192.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
38.0,56.0,3.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
43.0,80.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
53.0,144.0,3.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
33.0,128.0,7.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
14.0,184.0,3.0,1.0,0.0011993801,train,body,0.0011993801454082131,0.0011989962
29.0,88.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
39.0,192.0,3.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
61.0,176.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
12.0,720.0,5.0,1.0,0.00085047,train,body,0.0008504699799232185,0.00085032603
94.0,72.0,3.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
32.0,80.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
8.0,912.0,5.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
48.0,40.0,3.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
53.0,88.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
128.0,64.0,5.0,2.0,0.00082841783,train,body,0.0008284178329631686,0.00082828436
98.0,96.0,3.0,2.0,0.00067260937,train,body,0.0006726093706674874,0.0006725492
37.0,88.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
18.0,336.0,5.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
19.0,224.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
46.0,144.0,3.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
36.0,192.0,5.0,2.0,0.0005075109,train,body,0.0005075109074823558,0.0005074935
144.0,120.0,3.0,2.0,0.0010016366,train,body,0.0010016366140916944,0.0010013876
45.0,192.0,5.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
4.0,464.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
92.0,72.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
30.0,80.0,3.0,1.0,0.00053518824,train,body,0.0005351882427930832,0.00053514366
15.0,640.0,5.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
9.0,136.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
20.0,720.0,3.0,2.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
21.0,64.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
116.0,144.0,7.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
54.0,144.0,3.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
57.0,144.0,3.0,2.0,0.00033052434,train,body,0.00033052434446290135,0.0003306093
15.0,176.0,5.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
12.0,288.0,5.0,1.0,0.00076667476,train,body,0.000766674755141139,0.00076656515
56.0,32.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
44.0,120.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
58.0,176.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
144.0,96.0,5.0,2.0,0.0011807638,train,body,0.0011807638220489025,0.0011804161
35.0,96.0,5.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
41.0,72.0,3.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
53.0,64.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
14.0,624.0,5.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
18.0,560.0,5.0,1.0,0.00076954276,train,body,0.0007695427630096674,0.00076942483
90.0,96.0,3.0,2.0,0.00067260937,train,body,0.0006726093706674874,0.0006725492
10.0,1920.0,3.0,1.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
32.0,160.0,3.0,1.0,0.00078734383,train,body,0.000787343829870224,0.0007872975
60.0,64.0,3.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
29.0,144.0,5.0,1.0,0.00053518824,train,body,0.0005351882427930832,0.00053514366
13.0,432.0,3.0,1.0,0.000910435,train,body,0.0009104349883273244,0.00091025303
44.0,96.0,7.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
61.0,96.0,5.0,1.0,0.0006037305,train,body,0.000603730499278754,0.00060366996
144.0,240.0,3.0,1.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
15.0,720.0,3.0,1.0,0.000528242,train,body,0.0005282419733703136,0.00052823115
52.0,96.0,3.0,2.0,0.00036325215,train,body,0.0003632521547842771,0.0003632708
8.0,168.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
24.0,120.0,5.0,2.0,0.0003658836,train,body,0.0003658836067188531,0.00036589324
15.0,384.0,3.0,2.0,0.00031984245,train,body,0.00031984245288185775,0.0003198808
32.0,40.0,5.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
15.0,840.0,3.0,2.0,0.000271585,train,body,0.00027158501325175166,0.00027160125
16.0,256.0,3.0,1.0,0.00074171385,train,body,0.0007417138549499214,0.0007416619
26.0,360.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
18.0,144.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
72.0,96.0,3.0,1.0,0.0009444772,train,body,0.0009444772149436176,0.00094432523
34.0,224.0,3.0,2.0,0.00021814003,train,body,0.0002181400341214612,0.00021819294
80.0,72.0,3.0,2.0,0.00066933164,train,body,0.0006693316390737891,0.0006693317
66.0,112.0,3.0,2.0,0.0004300926,train,body,0.00043009259388782084,0.00043014032
51.0,40.0,3.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
58.0,120.0,5.0,2.0,0.00036915034,train,body,0.00036915033706463873,0.00036923087
27.0,224.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
64.0,128.0,7.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
39.0,48.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
47.0,176.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
37.0,40.0,7.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
38.0,64.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
16.0,448.0,3.0,2.0,0.00032294408,train,body,0.0003229440771974623,0.00032298017
7.0,2112.0,3.0,1.0,0.0010901829,train,body,0.0010901829227805138,0.0010898934
13.0,240.0,5.0,1.0,0.00060688704,train,body,0.0006068870425224304,0.0006068876
64.0,120.0,3.0,1.0,0.0009444772,train,body,0.0009444772149436176,0.00094432523
53.0,192.0,3.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
39.0,64.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
34.0,192.0,5.0,2.0,0.00034841124,train,body,0.00034841123851947486,0.00034848985
61.0,80.0,7.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
52.0,56.0,7.0,1.0,0.000578554,train,body,0.0005785539979115129,0.0005785244
11.0,624.0,3.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
15.0,624.0,3.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
16.0,464.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
23.0,336.0,7.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
27.0,224.0,3.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
15.0,176.0,3.0,1.0,0.00051898113,train,body,0.000518981134518981,0.0005190542
116.0,96.0,7.0,2.0,0.00067260937,train,body,0.0006726093706674874,0.0006725492
33.0,96.0,7.0,2.0,0.00036325215,train,body,0.0003632521547842771,0.0003632708
56.0,64.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
21.0,88.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
21.0,336.0,5.0,1.0,0.0005070634,train,body,0.0005070634069852531,0.00050713593
13.0,624.0,5.0,1.0,0.0006005355,train,body,0.0006005354807712138,0.0006005715
41.0,64.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
16.0,168.0,5.0,2.0,0.00032751146,train,body,0.00032751145772635937,0.00032750997
8.0,384.0,3.0,2.0,0.00036059407,train,body,0.00036059407284483314,0.0003606484
62.0,100.0,5.0,2.0,0.0004300926,train,body,0.00043009259388782084,0.00043014032
8.0,288.0,5.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
56.0,24.0,3.0,2.0,0.0011993801,train,body,0.0011993801454082131,0.0011989962
17.0,88.0,3.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
4.0,512.0,7.0,1.0,0.0004240347,train,body,0.00042403468978591263,0.00042406144
14.0,224.0,5.0,1.0,0.00071983447,train,body,0.0007198344683274627,0.00071973697
21.0,232.0,5.0,2.0,0.00028965264,train,body,0.0002896526420954615,0.0002897212
