HW,CIN,COUT,KERNEL_SIZE,STRIDES,FREQ,CAT,SCALED_FREQ,SCALED_LOG_FREQ
40.0,64.0,64.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,80.0,80.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,104.0,104.0,5.0,1.0,12.0,test,0.013937282375991344,0.00795471
58.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
36.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
24.0,176.0,176.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
64.0,72.0,72.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
24.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
6.0,408.0,408.0,5.0,1.0,12.0,test,0.013937282375991344,0.00795471
37.0,32.0,32.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
57.0,64.0,64.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
7.0,328.0,328.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
58.0,128.0,128.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,232.0,232.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
9.0,720.0,720.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
35.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
40.0,32.0,32.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
37.0,32.0,32.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
9.0,328.0,328.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
38.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
14.0,576.0,576.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
55.0,32.0,32.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
30.0,232.0,232.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
46.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,128.0,128.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
39.0,40.0,40.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
26.0,288.0,288.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
14.0,232.0,232.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
62.0,88.0,88.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
61.0,104.0,104.0,5.0,2.0,6.0,test,0.006968641187995672,0.006034876
52.0,88.0,88.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
26.0,232.0,232.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,408.0,408.0,7.0,2.0,6.0,test,0.006968641187995672,0.006034876
34.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
10.0,288.0,288.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
32.0,176.0,176.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
17.0,360.0,360.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
25.0,208.0,208.0,3.0,2.0,6.0,test,0.006968641187995672,0.006034876
20.0,288.0,288.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
16.0,256.0,256.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
61.0,88.0,88.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
49.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
41.0,64.0,64.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
47.0,128.0,128.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
43.0,120.0,120.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
64.0,48.0,48.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
44.0,64.0,64.0,3.0,1.0,3.0,test,0.003484320593997836,0.0042993324
59.0,120.0,120.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
22.0,136.0,136.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
12.0,288.0,288.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
43.0,88.0,88.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
53.0,64.0,64.0,7.0,2.0,3.0,test,0.003484320593997836,0.0042993324
59.0,104.0,104.0,3.0,2.0,6.0,test,0.006968641187995672,0.006034876
38.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
20.0,144.0,144.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
47.0,40.0,40.0,5.0,1.0,6.0,test,0.006968641187995672,0.006034876
26.0,136.0,136.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
29.0,104.0,104.0,3.0,1.0,12.0,test,0.013937282375991344,0.00795471
50.0,64.0,64.0,5.0,1.0,3.0,test,0.003484320593997836,0.0042993324
38.0,88.0,88.0,3.0,2.0,3.0,test,0.003484320593997836,0.0042993324
6.0,328.0,328.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
11.0,160.0,160.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
47.0,88.0,88.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
16.0,136.0,136.0,7.0,1.0,3.0,test,0.003484320593997836,0.0042993324
15.0,264.0,264.0,5.0,2.0,3.0,test,0.003484320593997836,0.0042993324
27.0,120.0,120.0,7.0,1.0,6.0,test,0.006968641187995672,0.006034876
14.0,256.0,256.0,3.0,1.0,6.0,test,0.006968641187995672,0.006034876
